t,x
3.886666666666667152e+04,5.635841419954588094e-01
3.890000000000000000e+04,5.641210937500000799e-01
3.893333333333333576e+04,5.652071016574122808e-01
3.896666666666667152e+04,5.657026413790817720e-01
3.900000000000000000e+04,5.651367187500000444e-01
3.903333333333333576e+04,5.653220434101244862e-01
3.906666666666667152e+04,5.649395023404558680e-01
3.910000000000000000e+04,5.872070312499999556e-01
3.913333333333333576e+04,5.799957482258289998e-01
3.916666666666667152e+04,5.801841520112775985e-01
3.920000000000000000e+04,5.815039062500001465e-01
3.923333333333333576e+04,5.818555291164816401e-01
3.926666666666667152e+04,5.819573131501641905e-01
3.930000000000000000e+04,5.818164062499999734e-01
3.933333333333333576e+04,5.813480657220122527e-01
3.936666666666667152e+04,5.975622785643678325e-01
3.940000000000000000e+04,5.963085937500001155e-01
3.943333333333333576e+04,5.938681398270203582e-01
3.946666666666667152e+04,5.933113231162657764e-01
3.950000000000000000e+04,5.938476562500001332e-01
3.953333333333333576e+04,5.946070305996417060e-01
3.956666666666667152e+04,5.945107542497881647e-01
3.960000000000000000e+04,5.922460937500001465e-01
3.963333333333333576e+04,5.795275012202812936e-01
3.966666666666667152e+04,5.793882125740313915e-01
3.970000000000000000e+04,5.791992187500000222e-01
3.973333333333333576e+04,5.783248626250523383e-01
3.976666666666667152e+04,5.779833720747501458e-01
3.980000000000000000e+04,5.886914062499999378e-01
3.983333333333333576e+04,5.887749670172307548e-01
3.986666666666667152e+04,5.892086400409494162e-01
3.990000000000000000e+04,5.893945312499999645e-01
3.993333333333333576e+04,5.890197905937979428e-01
3.996666666666667152e+04,5.907186110041073857e-01
4.000000000000000000e+04,5.909570312500000977e-01
4.003333333333333576e+04,5.905853904738521676e-01
4.006666666666667152e+04,5.893271272783731085e-01
4.010000000000000000e+04,5.834960937500000000e-01
4.013333333333333576e+04,6.095694742135079336e-01
4.016666666666667152e+04,5.949869515676906584e-01
4.020000000000000000e+04,5.736411830357143193e-01
4.023333333333333576e+04,5.732441890140501650e-01
4.026666666666667152e+04,5.746361142434243119e-01
4.030000000000000000e+04,5.770117187500001243e-01
4.033333333333333576e+04,5.767050037333892876e-01
4.036666666666667152e+04,5.775418543740341581e-01
4.040000000000000000e+04,5.782617187500000977e-01
4.043333333333333576e+04,5.637958499529027723e-01
4.046666666666667152e+04,5.644963498266060142e-01
4.050000000000000000e+04,5.648242187499999956e-01
4.053333333333333576e+04,5.646075321169132799e-01
4.056666666666667152e+04,5.653891784224929218e-01
4.060000000000000000e+04,3.912304687500000600e-01
4.063333333333333576e+04,2.705332287525735180e-01
4.066666666666667152e+04,2.714051586942690109e-01
4.070000000000000000e+04,2.720507812500000400e-01
4.073333333333333576e+04,2.714522211087846970e-01
4.076666666666667152e+04,2.714034055740665585e-01
4.080000000000000000e+04,2.729492187500000000e-01
4.083333333333333576e+04,2.723357319205262361e-01
4.086666666666667152e+04,2.716946573597842640e-01
4.090000000000000000e+04,2.714648437500000733e-01
4.093333333333333576e+04,2.630875834910411659e-01
4.096666666666667152e+04,2.637146424294329883e-01
4.100000000000000000e+04,2.640820312499999600e-01
4.103333333333333576e+04,2.637653597226802260e-01
4.106666666666667152e+04,2.649978106949221757e-01
4.110000000000000000e+04,2.634179687500000089e-01
4.113333333333333576e+04,2.650235555603953075e-01
4.116666666666667152e+04,2.653474604234570267e-01
4.120000000000000000e+04,2.641210937500000355e-01
4.123333333333333576e+04,2.638744263067643314e-01
4.126666666666667152e+04,2.466866320979214655e-01
4.130000000000000000e+04,2.297460937500000189e-01
4.133333333333333576e+04,2.313221882728298540e-01
4.136666666666667152e+04,2.309114513296766924e-01
4.140000000000000000e+04,2.316210937500000067e-01
4.143333333333333576e+04,2.314593925492418880e-01
4.146666666666667152e+04,2.304192794046147075e-01
4.150000000000000000e+04,2.308789062500000155e-01
4.153333333333333576e+04,2.304350384381169126e-01
4.156666666666667152e+04,2.315414510712570650e-01
4.160000000000000000e+04,2.308007812500000311e-01
4.163333333333333576e+04,2.349629895358662790e-01
4.166666666666667152e+04,2.364081408470767032e-01
4.170000000000000000e+04,2.368554687500000200e-01
4.173333333333333576e+04,2.367809411802566655e-01
4.176666666666667152e+04,2.364327909612704282e-01
4.180000000000000000e+04,2.370898437499999734e-01
4.183333333333333576e+04,2.327485121175662253e-01
4.186666666666667152e+04,2.339462939733705504e-01
4.190000000000000000e+04,2.355273437500000344e-01
4.193333333333333576e+04,2.347099273560820931e-01
4.196666666666667152e+04,2.343131880184383675e-01
4.200000000000000000e+04,2.354882812500000422e-01
4.203333333333333576e+04,2.357004293811297280e-01
4.206666666666667152e+04,2.339109739308389280e-01
4.210000000000000000e+04,2.391601562500000333e-01
4.213333333333333576e+04,2.402665233471145689e-01
4.216666666666667152e+04,2.406750260577459610e-01
4.220000000000000000e+04,2.394726562500000544e-01
4.223333333333333576e+04,2.583607396181709648e-01
4.226666666666667152e+04,5.396547346800377731e-01
4.230000000000000000e+04,5.570898437500001465e-01
4.233333333333333576e+04,5.565936565656890433e-01
4.236666666666667152e+04,5.571951547978392094e-01
4.240000000000000000e+04,5.574023437500000844e-01
4.243333333333333576e+04,5.591951613687222711e-01
4.246666666666667152e+04,5.600239322079122450e-01
4.250000000000000000e+04,5.605273437500001288e-01
4.253333333333333576e+04,5.616966529984812606e-01
4.256666666666667152e+04,5.622711503535706701e-01
4.260000000000000000e+04,5.627148437500000266e-01
4.263333333333333576e+04,5.625549644709082475e-01
4.266666666666667152e+04,5.630774652912303724e-01
4.270000000000000000e+04,5.638476562500001066e-01
4.273333333333333576e+04,5.634089233070739278e-01
4.276666666666667152e+04,5.642598383759158676e-01
4.280000000000000000e+04,5.640429687500000400e-01
4.283333333333333576e+04,5.702819928808784411e-01
4.286666666666667152e+04,5.720937667563656959e-01
4.290000000000000000e+04,5.740820312500001243e-01
4.293333333333333576e+04,5.738272734744844783e-01
4.296666666666667152e+04,5.713277220770525133e-01
4.300000000000000000e+04,5.723632812500001332e-01
4.303333333333333576e+04,5.724747539926436923e-01
4.306666666666667152e+04,5.727943884275753517e-01
4.310000000000000000e+04,5.757226562499999645e-01
4.313333333333333576e+04,5.730479923102811401e-01
4.316666666666667152e+04,5.737465462011691608e-01
4.320000000000000000e+04,5.736132812500001066e-01
4.323333333333333576e+04,5.736324385483182464e-01
4.326666666666667152e+04,5.736000056895351751e-01
4.330000000000000000e+04,5.751367187500001643e-01
4.333333333333333576e+04,5.624258002659082711e-01
4.336666666666667152e+04,5.631208240570590995e-01
4.340000000000000000e+04,5.639648437500000000e-01
4.343333333333333576e+04,5.645095664996493401e-01
4.346666666666667152e+04,5.640521021361977194e-01
4.350000000000000000e+04,5.640820312500001155e-01
4.353333333333333576e+04,5.640267463175386853e-01
4.356666666666667152e+04,5.647315446839349384e-01
4.360000000000000000e+04,5.495117187500000444e-01
4.363333333333333576e+04,5.503530951225049650e-01
4.366666666666667152e+04,5.498545992058421206e-01
4.370000000000000000e+04,5.501367187500001421e-01
4.373333333333333576e+04,5.512178925826243248e-01
4.376666666666667152e+04,5.511783323400106793e-01
4.380000000000000000e+04,5.522070312500000355e-01
4.383333333333333576e+04,5.505308039862260028e-01
4.386666666666667152e+04,5.563834375179776970e-01
4.390000000000000000e+04,5.547070312500000933e-01
4.393333333333333576e+04,5.547045342691800940e-01
4.396666666666667152e+04,5.899744824982452451e-01
4.400000000000000000e+04,5.838867187500000888e-01
4.403333333333333576e+04,5.846168496301150652e-01
4.406666666666667152e+04,5.865131942075788585e-01
4.410000000000000000e+04,5.847460937500000844e-01
4.413333333333333576e+04,5.856728754540880821e-01
4.416666666666667152e+04,5.796964679971994272e-01
4.420000000000000000e+04,5.724023437500000977e-01
4.423333333333333576e+04,5.725997151117925288e-01
4.426666666666667152e+04,5.721840044911589152e-01
4.430000000000000000e+04,5.720898437500000488e-01
4.433333333333333576e+04,5.713300870496418327e-01
4.436666666666667152e+04,5.711273508075520589e-01
4.440000000000000000e+04,5.769335937499999734e-01
4.443333333333333576e+04,5.791884144001040458e-01
4.446666666666667152e+04,5.792689583644448081e-01
4.450000000000000000e+04,5.798632812499999734e-01
4.453333333333333576e+04,5.817339203916226387e-01
4.456666666666667152e+04,5.845898604853005942e-01
4.460000000000000000e+04,5.848242187500001243e-01
4.463333333333333576e+04,5.862536567146896527e-01
4.466666666666667152e+04,5.873984570156133289e-01
4.470000000000000000e+04,5.864648437500000755e-01
4.473333333333333576e+04,4.570773358721540447e-01
4.476666666666667152e+04,2.620781654282487438e-01
4.480000000000000000e+04,2.673632812499999734e-01
4.483333333333333576e+04,2.689109498659577602e-01
4.486666666666667152e+04,2.679015715917157370e-01
4.490000000000000000e+04,2.682226562500000244e-01
4.493333333333333576e+04,2.677766225935054312e-01
4.496666666666667152e+04,2.679229552563958117e-01
